,geneProtein_label,therapy_label,disease_label,drug_label,NDCCode_label,combinationDrug_label,negGeProDr_label,firstLine,acceleratedApproval,acceleratedApprovalRate,metastatic
768,anti-HER2,Neratinib Maleate,Breast cancer,NERLYNX- neratinib tablet,"70437-240-18, 70437-240-26, 70437-240-33",capecitabine,,,,,
769,aromatase,Abemaciclib,Breast cancer,VERZENIO- abemaciclib tablet,"0002-4483-54, 0002-4815-54, 0002-5337-54, 0002-5337-63, 0002-6216-54",,,,,,Yes
770,hormone receptor (HR)-positive,Abemaciclib,Breast cancer,VERZENIO- abemaciclib tablet,"0002-4483-54, 0002-4815-54, 0002-5337-54, 0002-5337-63, 0002-6216-54",,,,,,Yes
771,human epidermal growth factor receptor 2,Abemaciclib,Breast cancer,VERZENIO- abemaciclib tablet,"0002-4483-54, 0002-4815-54, 0002-5337-54, 0002-5337-63, 0002-6216-54",,,,,,Yes
772,hormone receptor (HR)-positive,Abemaciclib,Breast cancer,VERZENIO- abemaciclib tablet,"0002-4483-54, 0002-4815-54, 0002-5337-54, 0002-5337-63, 0002-6216-54",fulvestrant,,,,,Yes
773,human epidermal growth factor receptor 2,Abemaciclib,Breast cancer,VERZENIO- abemaciclib tablet,"0002-4483-54, 0002-4815-54, 0002-5337-54, 0002-5337-63, 0002-6216-54",fulvestrant,,,,,Yes
774,*,Abemaciclib,Breast cancer,VERZENIO- abemaciclib tablet,"0002-4483-54, 0002-4815-54, 0002-5337-54, 0002-5337-63, 0002-6216-54",,,,,,Yes
775,*,Olaparib,primary peritoneal cancer,OLAPARIB powder,"73309-165-01, 73309-165-02",,,,,,
776,*,Olaparib,Prostate cancer,OLAPARIB powder,"73309-165-01, 73309-165-02",,,,,,
777,*,Olaparib,Pancreatic cancer,OLAPARIB powder,"73309-165-01, 73309-165-02",,,,,,
778,*,Olaparib,Breast cancer,OLAPARIB powder,"73309-165-01, 73309-165-02",,,,,,
779,*,Olaparib,fallopian tube,OLAPARIB powder,"73309-165-01, 73309-165-02",,,,,,
780,*,Olaparib,Ovarian cancer,OLAPARIB powder,"73309-165-01, 73309-165-02",,,,,,
781,*,Olaparib,Ovarian epithelial,OLAPARIB powder,"73309-165-01, 73309-165-02",,,,,,
782,*,Olaparib,primary peritoneal cancer,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",,,,,,
783,BRCA mutation,Olaparib,primary peritoneal cancer,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",bevacizumab,,,,,
784,gBRCAm,Olaparib,primary peritoneal cancer,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",,,,,,
785,hormone receptor,Olaparib,primary peritoneal cancer,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",,,,,,
786,*,Olaparib,Prostate cancer,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",,,,,,
787,*,Olaparib,Pancreatic cancer,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",,,,,,
788,gBRCAm,Olaparib,Breast cancer,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",,,,,,Yes
789,hormone receptor,Olaparib,Breast cancer,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",,,,,,
790,*,Olaparib,Breast cancer,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",,,,,,
791,*,Olaparib,fallopian tube,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",,,,,,
792,BRCA mutation,Olaparib,fallopian tube,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",bevacizumab,,,,,
793,gBRCAm,Olaparib,fallopian tube,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",,,,,,
794,hormone receptor,Olaparib,fallopian tube,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",,,,,,
795,BRCA mutation,Olaparib,Ovarian cancer,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",bevacizumab,,,,,
796,*,Olaparib,Ovarian cancer,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",,,,,,
797,*,Olaparib,Ovarian epithelial,"LYNPARZA- olaparib tablet, film coated","0310-0668-12, 0310-0668-60, 0310-0679-12, 0310-0679-60, 0310-0679-95",,,,,,
798,human epidermal growth factor receptor 2,Talazoparib Tosylate,Breast cancer,TALZENNA- talazoparib capsule,"0069-0296-30, 0069-1195-30",,,,,,Yes
799,*,Talazoparib Tosylate,Breast cancer,TALZENNA- talazoparib capsule,"0069-0296-30, 0069-1195-30",,,,,,
800,hormone receptor (HR)-positive,Alpelisib,Breast cancer,PIQRAY- alpelisib tablet,"0078-0701-51, 0078-0701-84, 0078-0708-02, 0078-0708-51, 0078-0708-90, 0078-0708-91, 0078-0715-02, 0078-0715-61, 0078-0715-91, 0078-0715-94",fulvestrant,,,,,Yes
801,human epidermal growth factor receptor 2,Alpelisib,Breast cancer,PIQRAY- alpelisib tablet,"0078-0701-51, 0078-0701-84, 0078-0708-02, 0078-0708-51, 0078-0708-90, 0078-0708-91, 0078-0715-02, 0078-0715-61, 0078-0715-91, 0078-0715-94",fulvestrant,,,,,Yes
802,*,Fam-Trastuzumab Deruxtecan-nxki,Breast cancer,"ENHERTU- fam-trastuzumab deruxtecan-nxki injection, powder, lyophilized, for solution",65597-406-01,,,,Yes,Yes,
803,*,Fam-Trastuzumab Deruxtecan-nxki,Gastric (stomach) cancer,"ENHERTU- fam-trastuzumab deruxtecan-nxki injection, powder, lyophilized, for solution",65597-406-01,,,,,,
804,*,Fam-Trastuzumab Deruxtecan-nxki,gastroesophageal junction cancer,"ENHERTU- fam-trastuzumab deruxtecan-nxki injection, powder, lyophilized, for solution",65597-406-01,,,,,,
805,*,Tucatinib,Breast cancer,TUKYSA- tucatinib tablet,"51144-001-60, 51144-002-12, 51144-002-60","trastuzumab, capecitabine",,,,,
806,*,"Pertuzumab, Trastuzumab, and Hyaluronidase-zzxf",Breast cancer,"PHESGO- pertuzumab, trastuzumab, and hyaluronidase-zzxf injection, solution","50242-245-01, 50242-245-86, 50242-260-01, 50242-260-86",,,,,,
807,anti-HER2,"Pertuzumab, Trastuzumab, and Hyaluronidase-zzxf",Breast cancer,"PHESGO- pertuzumab, trastuzumab, and hyaluronidase-zzxf injection, solution","50242-245-01, 50242-245-86, 50242-260-01, 50242-260-86",docetaxel,anti-HER2,,,,Yes
808,*,Margetuximab-cmkb,Breast cancer,"MARGENZA- margetuximab-cmkb injection, solution, concentrate","74527-022-01, 74527-022-02, 74527-022-03",,,,,,
809,K-Ras wild-type,Cetuximab,Colorectal cancer,ERBITUX- cetuximab solution,"66733-948-23, 66733-958-23","FOLFIRI, fluorouracil, irinotecan, leucovorin",,Yes,,,Yes
810,epidermal growth factor receptor,Cetuximab,Colorectal cancer,ERBITUX- cetuximab solution,"66733-948-23, 66733-958-23","FOLFIRI, fluorouracil, irinotecan, leucovorin",,Yes,,,Yes
811,K-Ras,Cetuximab,Colorectal cancer,ERBITUX- cetuximab solution,"66733-948-23, 66733-958-23","FOLFIRI, fluorouracil, irinotecan, leucovorin",,Yes,,,Yes
812,Ras,Cetuximab,Colorectal cancer,ERBITUX- cetuximab solution,"66733-948-23, 66733-958-23",,,,,,
813,SCCHN,Cetuximab,Squamous cell carcinoma of the head and neck,ERBITUX- cetuximab solution,"66733-948-23, 66733-958-23",,,,,,
814,SCCHN,Cetuximab,Squamous cell carcinoma of the head and neck,ERBITUX- cetuximab solution,"66733-948-23, 66733-958-23",fluorouracil,,,,,
815,*,Cetuximab,Squamous cell carcinoma of the head and neck,ERBITUX- cetuximab solution,"66733-948-23, 66733-958-23",,,,,,
816,wild-type RAS,Panitumumab,Colorectal cancer,VECTIBIX- panitumumab solution,"55513-954-01, 55513-956-01",FOLFOX,,,,,Yes
817,NRAS,Panitumumab,Colorectal cancer,VECTIBIX- panitumumab solution,"55513-954-01, 55513-956-01",FOLFOX,,,,,Yes
818,KRAS,Panitumumab,Colorectal cancer,VECTIBIX- panitumumab solution,"55513-954-01, 55513-956-01",FOLFOX,,,,,Yes
819,•,Panitumumab,Colorectal cancer,VECTIBIX- panitumumab solution,"55513-954-01, 55513-956-01",,,,,,
820,*,Panitumumab,Colorectal cancer,VECTIBIX- panitumumab solution,"55513-954-01, 55513-956-01",,,,,,
821,leucovorin,Ziv-Aflibercept,Colorectal cancer,"ZALTRAP- ziv-aflibercept solution, concentrate","0024-5840-01, 0024-5840-03, 0024-5841-01","fluorouracil, leucovorin",,,,,Yes
822,*,Regorafenib,Hepatocellular carcinoma,"STIVARGA- regorafenib tablet, film coated","50419-171-00, 50419-171-01, 50419-171-03, 50419-171-04, 50419-171-05, 50419-171-06",,,,,,
823,anti-EGFR,Regorafenib,Colorectal cancer,"STIVARGA- regorafenib tablet, film coated","50419-171-00, 50419-171-01, 50419-171-03, 50419-171-04, 50419-171-05, 50419-171-06",,,,,,Yes
824,sunitinib malate,Regorafenib,Gastrointestinal stromal tumor,"STIVARGA- regorafenib tablet, film coated","50419-171-00, 50419-171-01, 50419-171-03, 50419-171-04, 50419-171-05, 50419-171-06",,,,,,Yes
825,imatinib mesylate,Regorafenib,Gastrointestinal stromal tumor,"STIVARGA- regorafenib tablet, film coated","50419-171-00, 50419-171-01, 50419-171-03, 50419-171-04, 50419-171-05, 50419-171-06",,,,,,Yes
826,*,Ramucirumab,gastroesophageal junction adenocarcinoma,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",,,,,,
827,*,Ramucirumab,Stomach adenocarcinoma,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",,,,,,
828,epidermal growth factor receptor (EGFR) exon 19 deletions,Ramucirumab,Non-small cell lung cancer,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",erlotinib,,Yes,,,Yes
829,epidermal growth factor receptor,Ramucirumab,Non-small cell lung cancer,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",erlotinib,,Yes,,,Yes
830,EGFR,Ramucirumab,Non-small cell lung cancer,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",erlotinib,,Yes,,,Yes
831,L858R,Ramucirumab,Non-small cell lung cancer,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",erlotinib,,Yes,,,Yes
832,*,Ramucirumab,Non-small cell lung cancer,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",docetaxel,,,,,Yes
833,anaplastic lymphoma kinase (ALK),Ramucirumab,Non-small cell lung cancer,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",,,,,,
834,EGFR,Ramucirumab,Non-small cell lung cancer,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",,,,,,
835,anaplastic lymphoma kinase,Ramucirumab,Non-small cell lung cancer,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",,,,,,
836,epidermal growth factor receptor,Ramucirumab,Non-small cell lung cancer,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",,,,,,
837,ALK,Ramucirumab,Non-small cell lung cancer,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",,,,,,
838,ng/mL,Ramucirumab,Hepatocellular carcinoma,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",,,,,,
839,AFP,Ramucirumab,Hepatocellular carcinoma,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",,,,,,
840,alpha fetoprotein,Ramucirumab,Hepatocellular carcinoma,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01",,,,,,
841,*,Ramucirumab,Colorectal cancer,CYRAMZA- ramucirumab solution,"0002-7669-01, 0002-7678-01","FOLFIRI, folinic acid, fluorouracil, irinotecan",,,,,Yes
842,*,Ipilimumab,Malignant pleural mesothelioma,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",nivolumab,,Yes,,,Yes
843,*,Ipilimumab,Renal cell carcinoma,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",nivolumab,,Yes,,,
844,*,Ipilimumab,Melanoma,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",,,,,,Yes
845,*,Ipilimumab,Melanoma,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",nivolumab,,,,,Yes
846,*,Ipilimumab,Melanoma,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",,,,,,
847,PD-L1,Ipilimumab,Non-small cell lung cancer,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",nivolumab,"EGFR, ALK genomic",Yes,,,Yes
848,≥1,Ipilimumab,Non-small cell lung cancer,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",nivolumab,"EGFR, ALK genomic",Yes,,,Yes
849,EGFR,Ipilimumab,Non-small cell lung cancer,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",nivolumab,"EGFR, ALK genomic",Yes,,,Yes
850,ALK genomic,Ipilimumab,Non-small cell lung cancer,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",nivolumab,"EGFR, ALK genomic",Yes,,,Yes
851,EGFR,Ipilimumab,Non-small cell lung cancer,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",nivolumab,"EGFR, ALK genomic",,,,
852,ALK genomic,Ipilimumab,Non-small cell lung cancer,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",nivolumab,"EGFR, ALK genomic",,,,
853,*,Ipilimumab,Hepatocellular carcinoma,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",nivolumab,,,Yes,Yes,
854,*,Ipilimumab,Hepatocellular carcinoma,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",,,,Yes,Yes,
855,MSI-H,Ipilimumab,Colorectal cancer,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",nivolumab,,,Yes,Yes,Yes
856,*,Ipilimumab,Colorectal cancer,YERVOY- ipilimumab injection,"0003-2327-11, 0003-2328-22",,,,Yes,Yes,
857,BRAF,Encorafenib,Colorectal cancer,BRAFTOVI- encorafenib capsule,"70255-025-01, 70255-025-02, 70255-025-03, 70255-025-04, 70255-025-05, 70255-025-06",cetuximab,,,,,Yes
858,BRAF V600E,Encorafenib,Melanoma,BRAFTOVI- encorafenib capsule,"70255-025-01, 70255-025-02, 70255-025-03, 70255-025-04, 70255-025-05, 70255-025-06","BRAF V600E, binimetinib",,,,,Yes
859,*,Imatinib Mesylate,Chronic myelogenous leukemia,GLEEVEC- imatinib mesylate tablet,"0078-0401-34, 0078-0649-30",,,,,,
860,CHIC2 allele deletion,Imatinib Mesylate,hypereosinophilic syndrome,GLEEVEC- imatinib mesylate tablet,"0078-0401-34, 0078-0649-30",,,,,,
861,FIP1L1-PDGFRα fusion kinase,Imatinib Mesylate,hypereosinophilic syndrome,GLEEVEC- imatinib mesylate tablet,"0078-0401-34, 0078-0649-30",,,,,,
862,*,Imatinib Mesylate,Acute lymphoblastic leukemia,GLEEVEC- imatinib mesylate tablet,"0078-0401-34, 0078-0649-30",,,,,,
863,CHIC2 allele deletion,Imatinib Mesylate,Chronic eosinophilic leukemia,GLEEVEC- imatinib mesylate tablet,"0078-0401-34, 0078-0649-30",,,,,,
864,FIP1L1-PDGFRα fusion kinase,Imatinib Mesylate,Chronic eosinophilic leukemia,GLEEVEC- imatinib mesylate tablet,"0078-0401-34, 0078-0649-30",,,,,,
865,c-Kit,Imatinib Mesylate,Systemic mastocytosis,GLEEVEC- imatinib mesylate tablet,"0078-0401-34, 0078-0649-30",,"D816V c-Kit mutation, D816V c-Kit",,,,
866,D816V c-Kit mutation,Imatinib Mesylate,Systemic mastocytosis,GLEEVEC- imatinib mesylate tablet,"0078-0401-34, 0078-0649-30",,"D816V c-Kit mutation, D816V c-Kit",,,,
867,D816V c-Kit,Imatinib Mesylate,Systemic mastocytosis,GLEEVEC- imatinib mesylate tablet,"0078-0401-34, 0078-0649-30",,"D816V c-Kit mutation, D816V c-Kit",,,,
868,CD117,Imatinib Mesylate,Gastrointestinal stromal tumor,GLEEVEC- imatinib mesylate tablet,"0078-0401-34, 0078-0649-30",,,,,,
869,*,Imatinib Mesylate,Dermatofibrosarcoma protuberans,GLEEVEC- imatinib mesylate tablet,"0078-0401-34, 0078-0649-30",,,,,,Yes
870,*,Imatinib Mesylate,Myelodysplastic/myeloproliferative neoplasms,GLEEVEC- imatinib mesylate tablet,"0078-0401-34, 0078-0649-30",,,,,,
871,somatostatin,Lutetium Lu 177-Dotatate,Gastroenteropancreatic neuroendocrine tumors,LUTATHERA- lutetium lu 177 dotatate injection,69488-003-01,,,,,,
872,*,Iobenguane I 131,Pheochromocytoma,"AZEDRA- iobenguane i-131 injection, solution","71258-015-02, 71258-015-22",,,,,,Yes
873,*,Iobenguane I 131,paraganglioma,"AZEDRA- iobenguane i-131 injection, solution","71258-015-02, 71258-015-22",,,,,,
874,*,Lenvatinib Mesylate,Endometrial carcinoma,LENVIMA- lenvatinib capsule,"62856-704-05, 62856-704-30, 62856-708-05, 62856-708-30, 62856-710-05, 62856-710-30, 62856-712-05, 62856-712-30, 62856-714-05, 62856-714-30, 62856-718-05, 62856-718-30, 62856-720-05, 62856-720-30, 62856-724-05, 62856-724-30",,,,Yes,Yes,
875,*,Lenvatinib Mesylate,Endometrial carcinoma,LENVIMA- lenvatinib capsule,"62856-704-05, 62856-704-30, 62856-708-05, 62856-708-30, 62856-710-05, 62856-710-30, 62856-712-05, 62856-712-30, 62856-714-05, 62856-714-30, 62856-718-05, 62856-718-30, 62856-720-05, 62856-720-30, 62856-724-05, 62856-724-30",everolimus,,,Yes,Yes,
876,*,Lenvatinib Mesylate,Endometrial carcinoma,LENVIMA- lenvatinib capsule,"62856-704-05, 62856-704-30, 62856-708-05, 62856-708-30, 62856-710-05, 62856-710-30, 62856-712-05, 62856-712-30, 62856-714-05, 62856-714-30, 62856-718-05, 62856-718-30, 62856-720-05, 62856-720-30, 62856-724-05, 62856-724-30",,MSI-H,,Yes,Yes,
877,*,Lenvatinib Mesylate,Hepatocellular carcinoma,LENVIMA- lenvatinib capsule,"62856-704-05, 62856-704-30, 62856-708-05, 62856-708-30, 62856-710-05, 62856-710-30, 62856-712-05, 62856-712-30, 62856-714-05, 62856-714-30, 62856-718-05, 62856-718-30, 62856-720-05, 62856-720-30, 62856-724-05, 62856-724-30",,,,Yes,Yes,
878,*,Lenvatinib Mesylate,Hepatocellular carcinoma,LENVIMA- lenvatinib capsule,"62856-704-05, 62856-704-30, 62856-708-05, 62856-708-30, 62856-710-05, 62856-710-30, 62856-712-05, 62856-712-30, 62856-714-05, 62856-714-30, 62856-718-05, 62856-718-30, 62856-720-05, 62856-720-30, 62856-724-05, 62856-724-30",everolimus,,,Yes,Yes,
879,*,Lenvatinib Mesylate,Hepatocellular carcinoma,LENVIMA- lenvatinib capsule,"62856-704-05, 62856-704-30, 62856-708-05, 62856-708-30, 62856-710-05, 62856-710-30, 62856-712-05, 62856-712-30, 62856-714-05, 62856-714-30, 62856-718-05, 62856-718-30, 62856-720-05, 62856-720-30, 62856-724-05, 62856-724-30",,,Yes,Yes,Yes,
880,*,Lenvatinib Mesylate,Hepatocellular carcinoma,LENVIMA- lenvatinib capsule,"62856-704-05, 62856-704-30, 62856-708-05, 62856-708-30, 62856-710-05, 62856-710-30, 62856-712-05, 62856-712-30, 62856-714-05, 62856-714-30, 62856-718-05, 62856-718-30, 62856-720-05, 62856-720-30, 62856-724-05, 62856-724-30",,MSI-H,,Yes,Yes,
881,*,Lenvatinib Mesylate,Renal cell carcinoma,LENVIMA- lenvatinib capsule,"62856-704-05, 62856-704-30, 62856-708-05, 62856-708-30, 62856-710-05, 62856-710-30, 62856-712-05, 62856-712-30, 62856-714-05, 62856-714-30, 62856-718-05, 62856-718-30, 62856-720-05, 62856-720-30, 62856-724-05, 62856-724-30",,,,Yes,Yes,
882,*,Lenvatinib Mesylate,Renal cell carcinoma,LENVIMA- lenvatinib capsule,"62856-704-05, 62856-704-30, 62856-708-05, 62856-708-30, 62856-710-05, 62856-710-30, 62856-712-05, 62856-712-30, 62856-714-05, 62856-714-30, 62856-718-05, 62856-718-30, 62856-720-05, 62856-720-30, 62856-724-05, 62856-724-30",everolimus,,,Yes,Yes,
883,*,Lenvatinib Mesylate,Renal cell carcinoma,LENVIMA- lenvatinib capsule,"62856-704-05, 62856-704-30, 62856-708-05, 62856-708-30, 62856-710-05, 62856-710-30, 62856-712-05, 62856-712-30, 62856-714-05, 62856-714-30, 62856-718-05, 62856-718-30, 62856-720-05, 62856-720-30, 62856-724-05, 62856-724-30",,MSI-H,,Yes,Yes,
884,*,Lenvatinib Mesylate,Thyroid cancer,LENVIMA- lenvatinib capsule,"62856-704-05, 62856-704-30, 62856-708-05, 62856-708-30, 62856-710-05, 62856-710-30, 62856-712-05, 62856-712-30, 62856-714-05, 62856-714-30, 62856-718-05, 62856-718-30, 62856-720-05, 62856-720-30, 62856-724-05, 62856-724-30",,,,Yes,Yes,
885,*,Lenvatinib Mesylate,Thyroid cancer,LENVIMA- lenvatinib capsule,"62856-704-05, 62856-704-30, 62856-708-05, 62856-708-30, 62856-710-05, 62856-710-30, 62856-712-05, 62856-712-30, 62856-714-05, 62856-714-30, 62856-718-05, 62856-718-30, 62856-720-05, 62856-720-30, 62856-724-05, 62856-724-30",everolimus,,,Yes,Yes,
886,*,Lenvatinib Mesylate,Thyroid cancer,LENVIMA- lenvatinib capsule,"62856-704-05, 62856-704-30, 62856-708-05, 62856-708-30, 62856-710-05, 62856-710-30, 62856-712-05, 62856-712-30, 62856-714-05, 62856-714-30, 62856-718-05, 62856-718-30, 62856-720-05, 62856-720-30, 62856-724-05, 62856-724-30",,MSI-H,,Yes,Yes,
887,*,Dostarlimab-gxly,Endometrial cancer,JEMPERLI- dostarlimab injection,0173-0898-03,,,,Yes,Yes,
888,*,Sunitinib Malate,Renal cell carcinoma,SUTENT- sunitinib malate capsule,"0069-0550-38, 0069-0770-38, 0069-0830-38, 0069-0980-38",,,,,,
889,*,Sunitinib Malate,Pancreatic cancer,SUTENT- sunitinib malate capsule,"0069-0550-38, 0069-0770-38, 0069-0830-38, 0069-0980-38",,,,,,
890,imatinib mesylate,Sunitinib Malate,Gastrointestinal stromal tumor,SUTENT- sunitinib malate capsule,"0069-0550-38, 0069-0770-38, 0069-0830-38, 0069-0980-38",,,,,,
891,*,Avapritinib,Systemic mastocytosis,"AYVAKIT- avapritinib tablet, film coated","72064-110-30, 72064-120-30, 72064-125-30, 72064-130-30, 72064-150-30",,,,,,
892,SM-AHN,Avapritinib,Systemic mastocytosis,"AYVAKIT- avapritinib tablet, film coated","72064-110-30, 72064-120-30, 72064-125-30, 72064-130-30, 72064-150-30",,,,,,
893,PDGFRA D842V mutations,Avapritinib,Gastrointestinal stromal tumor,"AYVAKIT- avapritinib tablet, film coated","72064-110-30, 72064-120-30, 72064-125-30, 72064-130-30, 72064-150-30",,,,,,
894,platelet-derived growth factor receptor alpha (PDGFRA) exon 18,Avapritinib,Gastrointestinal stromal tumor,"AYVAKIT- avapritinib tablet, film coated","72064-110-30, 72064-120-30, 72064-125-30, 72064-130-30, 72064-150-30",,,,,,
895,PDGFRA,Avapritinib,Gastrointestinal stromal tumor,"AYVAKIT- avapritinib tablet, film coated","72064-110-30, 72064-120-30, 72064-125-30, 72064-130-30, 72064-150-30",,,,,,
896,platelet-derived growth factor receptor alpha,Avapritinib,Gastrointestinal stromal tumor,"AYVAKIT- avapritinib tablet, film coated","72064-110-30, 72064-120-30, 72064-125-30, 72064-130-30, 72064-150-30",,,,,,
897,*,Ripretinib,Gastrointestinal stromal tumor,QINLOCK- ripretinib tablet,"73207-101-30, 73207-101-31",,,,,,
898,*,Denosumab,Hypercalcemia of malignancy,PROLIA- denosumab injection,55513-710-01,,,,,,
899,*,Denosumab,Giant cell tumor of the bone,PROLIA- denosumab injection,55513-710-01,,,,,,
900,aromatase,Denosumab,Breast cancer,PROLIA- denosumab injection,55513-710-01,,,,,,
901,*,Denosumab,Broken bones and other bone problems,PROLIA- denosumab injection,55513-710-01,,,,,,
902,androgen,Denosumab,Prostate cancer,PROLIA- denosumab injection,55513-710-01,,,,,,Yes
